event_id,session_id,timestamp,event_type,turn_index,llm_round,model,prompt_tokens,completion_tokens,stop_reason,response_text_preview,tool_use_count,tool_name,tool_use_id,tool_args_summary,result_preview,is_error_result,file_path,bytes_written,lines_written,write_operation,exec_type,exec_success,exec_exit_code,exec_duration_ms,exec_output_preview,validation_errors,code_preview,web_query,web_url,web_result_count,message_text_preview,slash_command_name,file_ref_count,conversation_length,error_message,error_traceback
0ceffb5c-44b6-413a-b242-0186ad47802d,fae5d939-6282-416d-a5ec-52ef7a52c963,2026-03-28T09:02:51.980255+00:00,SESSION_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27d453a2-ed59-47d1-b522-b4430ffdfbbe,fae5d939-6282-416d-a5ec-52ef7a52c963,2026-03-28T09:02:51.980306+00:00,SESSION_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
